gene.name	gene.description	gene.family
Solyc04g015100	Acetyl-CoA C-acetyltransferase (AHRD V3.3 *** D9U856_BACMN)	
Solyc04g015190	Glucan endo-1,3-beta-glucosidase 8 (AHRD V3.3 *** A0A2G2ZFB8_CAPAN)	
Solyc04g015280	Zinc finger C3HC4 type (RING finger) protein (AHRD V3.3 *-* A0A2K3NMH0_TRIPR)	
Solyc04g015300	Alpha/beta-Hydrolases superfamily protein (AHRD V3.3 *** Q8GWG9_ARATH)	
Solyc04g015400	GDSL esterase/lipase (AHRD V3.3 *** AT1G11320.1)	
Solyc04g015600	Leucine-rich repeat receptor-like tyrosine-protein kinase (AHRD V3.3 *** A0A2R6R578_ACTCH)	
Solyc04g015710	dentin sialophosphoprotein-like protein (AHRD V3.3 *-* AT5G02520.2)	
Solyc04g015740	transmembrane protein%2C putative (DUF288) (AHRD V3.3 *** AT2G41770.1)	
Solyc04g015760	Protein N-terminal glutamine amidohydrolase (AHRD V3.3 *-* A0A2G3CDQ6_CAPCH)	
Solyc04g015850	Transmembrane protein (AHRD V3.11 *** tr|Q9M2K7|Q9M2K7_ARATH)	
Solyc04g016070	agamous-like MADS-box protein AGL15 (AHRD V3.3 *** A0A2I4ECY7_9ROSI)	
Solyc04g016160	F-box/LRR-repeat protein At5g63520-like (AHRD V3.3 *** A0A2I4FAV8_9ROSI)	
Solyc04g016190	Glycosyltransferase (AHRD V3.3 *** A0A0A1WDL3_NICAT)	
Solyc04g016200	Glycosyltransferase (AHRD V3.3 *** A0A0A1WDL8_NICAT)	
Solyc04g016210	Glycosyltransferase (AHRD V3.3 *** A0A0A1WCD6_NICAT)	
Solyc04g016250	Mitochondrial glycoprotein (AHRD V3.3 *** A0A2U1NRX0_ARTAN)	
Solyc04g016270	Unknown protein	
Solyc04g016290	Rho_N domain-containing protein (AHRD V3.3 *-* A0A1Q3DAL3_CEPFO)	
Solyc04g016360	S-formylglutathione hydrolase (AHRD V3.3 *** A0A2G2ZFA7_CAPAN)	
Solyc04g016370	DNA helicase INO80 (AHRD V3.3 *** A0A2G2ZF33_CAPAN)	
Solyc04g016560	Folylpolyglutamate synthase (AHRD V3.3 *-* A0A2G3CDA4_CAPCH)	
Solyc04g016590	Unknown protein	
Solyc04g017610	F-box protein (AHRD V3.3 *** A0A2I0VRX1_9ASPA)	
Solyc04g017620	Phosphatidylinositol 4-phosphate 5-kinase (AHRD V3.11 *-* tr|K4CQN6|K4CQN6_SOLLC)	
Solyc04g017650	BRCT domain-containing protein (AHRD V3.11 *** tr|A0A1Q3BX64|A0A1Q3BX64_CEPFO)	
Solyc04g017680	50S ribosomal protein L22 (AHRD V3.3 *** A0A1J3DSY6_NOCCA)	
Solyc04g017720	Gibberellin regulated protein (AHRD V3.3 *** A0A2U1PE48_ARTAN)	
Solyc04g018080	mediator of RNA polymerase II transcription subunit 15a (AHRD V3.3 --* XP_010319382.1)	
Solyc04g040210	cysteine-rich/transmembrane domain A-like protein Chr2:13678077-13678554 FORWARD LENGTH=71 201606 (AHRD V3.11 -** AT2G32210.1)	
Solyc04g040200	Cellular retinaldehyde-binding/triple function, C-terminal (AHRD V3.3 *** B6T6T0_MAIZE)	
Solyc04g040170	DNA-directed RNA polymerase V subunit 5A (AHRD V3.3 *** A0A1U8GKX3_CAPAN)	
Solyc04g040090	Strictosidine synthase-like protein (AHRD V3.3 *** A7WPL3_TOBAC)	
Solyc04g039940	Pentatricopeptide repeat-containing protein, mitochondrial (AHRD V3.3 *** A0A2G2ZEZ2_CAPAN)	
Solyc04g028580	Transcription factor jumonji (Jmj) family protein / zinc finger (C5HC2 type) family protein (AHRD V3.3 *-* A0A1P8BAS6_ARATH)	
Solyc04g026380	AP-1 complex subunit mu-1 (AHRD V3.11 *** tr|A0A2G3CGN9|A0A2G3CGN9_CAPCH)	
Solyc04g026315	RNA-binding ASCH domain protein Chr2:8802561-8804194 FORWARD LENGTH=339 201606 (AHRD V3.11 *-* AT2G20410.2)	
Solyc04g026300	Unknown protein	
Solyc04g026220	Ubiquitin-like-specific protease 1D (AHRD V3.3 *-* A0A2G2WSE4_CAPBA)	
Solyc04g026110	Disease resistance protein (AHRD V3.3 *** A0A200PUC6_9MAGN)	
Solyc04g026020	Sieve element occlusion b (AHRD V3.3 *** E2FKJ9_9SOLN)	
Solyc04g025940	Trehalose-6-phosphate synthase (AHRD V3.3 *** E5GC29_CUCME)	
Solyc04g025870	AP.1	
Solyc04g025530	Glutamate decarboxylase (AHRD V3.3 *** A0A2G2YVX0_CAPAN)	
Solyc04g025440	Pectin lyase-like superfamily protein (AHRD V3.3 *** A0A2U1QD15_ARTAN)	
Solyc04g025300	sgs3 innate immune response protein	
Solyc04g025260	Endoplasmic reticulum metallopeptidase.1	
Solyc04g025180	ABC transporter G family member 24 (AHRD V3.3 *-* A0A2G2VGH5_CAPBA)	
Solyc04g024960	Unknown protein	
Solyc04g024840	GDSL esterase/lipase (AHRD V3.3 *** A0A2R6QF80_ACTCH)	
Solyc04g024520	hypothetical protein (AHRD V3.3 *** AT5G13310.2)	
Solyc04g024430	Unknown protein	
Solyc04g024420	Proteasome subunit beta (AHRD V3.3 *** A0A2G2VMP0_CAPBA)	
Solyc04g024340	Acid phosphatase/vanadium-dependent haloperoxidase-related protein (AHRD V3.3 *** F4I989_ARATH)	
Solyc04g045340	Phosphoglucomutase, cytoplasmic (AHRD V3.3 *** A0A2G2XRQ6_CAPBA)	
Solyc04g045590	Alpha-ketoglutarate-dependent dioxygenase alkB (AHRD V3.3 *** A0A2G2WST3_CAPBA)	
Solyc04g045620	NADH-ubiquinone oxidoreductase (AHRD V3.3 *** AT1G67350.2)	
Solyc04g045630	CTD small phosphatase-like protein 2 (AHRD V3.3 *** A0A1U8GP65_CAPAN)	
Solyc04g045650	Exostosin-like protein (AHRD V3.3 *** A0A2U1PVZ1_ARTAN)	
Solyc04g047885	Unknown protein	
Solyc04g150126	Unknown protein	
Solyc04g049380	Protein kinase superfamily protein (AHRD V3.3 *-* O80962_ARATH)	
Solyc04g049450	Protein disulfide-isomerase (AHRD V3.3 *** A0A2G3AFP1_CAPAN)	
Solyc04g049660	hypothetical protein (AHRD V3.3 *-* AT1G71430.1)	
Solyc04g049710	Protein TONNEAU 1b (AHRD V3.3 *** A0A1U8GVY3_CAPAN)	
Solyc04g049770	Regulator of nonsense transcripts UPF2 (AHRD V3.3 *** A0A2G2VPN6_CAPBA)	
Solyc04g049840	RNA binding (RRM/RBD/RNP motifs) family protein (AHRD V3.3 *-* Q9M1E4_ARATH)	
Solyc04g049850	Sporulation protein RM.1	
Solyc04g049890	D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein (AHRD V3.3 *** Q8VZN6_ARATH)	
Solyc04g049940	Unknown protein	
Solyc04g049950	PWWP domain-containing protein (AHRD V3.3 *-* A0A1Q3BQN1_CEPFO)	
Solyc04g050040	Mitochondrial substrate carrier family protein (AHRD V3.3 *** Q8VZP7_ARATH)	
Solyc04g050050	SUN-like protein 13	
Solyc04g050150	RNA helicase DEAH-box13	
Solyc04g050170	Leucine-rich receptor-like protein kinase family protein (AHRD V3.3 *** A0A061F8K0_THECC)	
Solyc04g050490	DUF239 domain-containing protein/DUF4409 domain-containing protein (AHRD V3.3 *** A0A1Q3BPI9_CEPFO)	
Solyc04g050520	Translational activator GC.1	
Solyc04g050545	Unknown protein	
Solyc04g050550	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2G3B9N8_CAPCH)	
Solyc04g050790	ubiquitin hydrolase (AHRD V3.3 *** AT5G18310.2)	
Solyc04g051120	chitinase-like protein (AHRD V3.3 *** AT1G08530.1)	
Solyc04g051190	CYP97A29	
Solyc04g051410	Ubiquitin carboxyl-terminal hydrolase 27 (AHRD V3.3 *** A0A2G2VFQ7_CAPBA)	
Solyc04g051450	TSL-kinase interacting protein.1	
Solyc04g051480	Pentatricopeptide repeat (AHRD V3.3 *** A0A200PQ84_9MAGN)	
Solyc04g051670	RNA cytidine acetyltransferase (AHRD V3.3 *** A0A2G2Y7A9_CAPAN)	
Solyc04g051700	Small GTPase superfamily (AHRD V3.3 *** A0A200QCA8_9MAGN)	
Solyc04g051710	thionin-like protein (AHRD V3.3 *** AT5G64816.4)	
Solyc04g161850	Aquaporin TIP1-2 (AHRD V3.11 *-* tr|A0A2G3DCG8|A0A2G3DCG8_CAPCH)	
Solyc04g051820	sorbin/SH3 domain protein (AHRD V3.3 *** AT5G09960.3)	
Solyc04g051830	Developmentally-regulated GTP-binding protein 1 (AHRD V3.11 *** tr|B6TI04|B6TI04_MAIZE)	
Solyc04g051880	Mitochodrial transcription termination factor (AHRD V3.3 *-* A0A2U1MAL3_ARTAN)	
Solyc04g053120	4-alpha-glucanotransferase (AHRD V3.3 *** A0A1U8EWW1_CAPAN)	
Solyc04g053145	transmembrane protein (AHRD V3.3 --* AT5G64880.1)	
Solyc04g054170	Protein CPR-5 (AHRD V3.11 *** tr|A0A2I0WW63|A0A2I0WW63_9ASPA)	
Solyc04g054258	Cytochrome p450 (AHRD V3.3 *** A0A2K3NDQ9_TRIPR)	
Solyc04g054310	Alanine-glyoxylate aminotransferase 2 (AHRD V3.3 *** A0A2U1PRH4_ARTAN)	
Solyc04g054370	RING/U-box superfamily protein (AHRD V3.3 *-* Q3EAE6_ARATH)	
Solyc04g054410	regulation of nuclear pre-mRNA domain-containing protein 1A-like (AHRD V3.3 *** A0A2I4H3Y5_9ROSI)	
Solyc04g054700	General transcription factor IIH subunit (AHRD V3.3 *** A0A2G2XQE2_CAPBA)	
Solyc04g054890	Acyl-coenzyme A oxidase (AHRD V3.3 *** A0A1U8F2S5_CAPAN)	
Solyc04g054950	NAD(P)-binding Rossmann-fold superfamily protein (AHRD V3.3 *** F4IKL5_ARATH),Pfam:PF13561	
Solyc04g055010	Protein SCO1-like protein 2, mitochondrial (AHRD V3.3 *** A0A2G2VFW1_CAPBA)	
Solyc04g055080	Major facilitator superfamily (AHRD V3.3 *** A0A200QUR2_9MAGN)	
Solyc04g055170	annexin p35	
Solyc04g055180	(DB215) meloidogyne-induced giant cell protein	
Solyc04g056280	cyclin dependent kinase C	
Solyc04g056290	Ubiquitin carboxyl-terminal hydrolase 46 (AHRD V3.3 *** A0A1U8F3J0_CAPAN)	
Solyc04g056330	AIG2-like (Avirulence induced gene) family protein (AHRD V3.3 *** Q9FIQ3_ARATH)	
Solyc04g056540	Riboflavin biosynthesis protein RibD (AHRD V3.3 *** A0A1Y1HVZ2_KLENI)	
Solyc04g056580	Transmembrane protein, putative (DUF2358) (AHRD V3.3 *** Q8L604_ARATH)	
Solyc04g056640	Leucine rich receptor kinase (AHRD V3.3 *** A0A2P5AMX7_TREOI)	
Solyc04g083150	Cytochrome p450 (AHRD V3.3 *** A0A2K3NDQ9_TRIPR)	
Solyc04g057970	hypothetical protein (AHRD V3.3 *-* AT1G21560.6)	
Solyc04g057980	Orange Ripening	
Solyc04g058070	UDP-sugar pyrophosphorylase (AHRD V3.3 *** A0A2G2WYE7_CAPBA)	
Solyc04g058100	Metallothionein-like protein (AHRD V3.3 *** A8DUB1_SOLLC)	
Solyc04g058200	Tetratricopeptide repeat protein 33-like (AHRD V3.3 *-* A0A2K3P2F8_TRIPR)	
Solyc04g063270	Pentatricopeptide repeat-containing protein (AHRD V3.11 *** tr|A0A2G2WYN6|A0A2G2WYN6_CAPBA)	
Solyc04g063300	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A1U8GNF2_CAPAN)	
Solyc04g063340	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2U1N9K4_ARTAN)	
Solyc04g063370	protein kinase 2B, chloroplastic-like (AHRD V3.3 *** A0A2I4DLK3_9ROSI)	
Solyc04g063390	Chaperone protein dnaJ 10 (AHRD V3.3 *** A0A2G2ZPA7_CAPAN)	
Solyc04g064490	Hexosyltransferase (AHRD V3.3 *** A0A2G2WYI5_CAPBA)	
Solyc04g064520	Unknown protein	
Solyc04g064560	Small RNA degrading nuclease 5 (AHRD V3.11 *** tr|A0A1U8GES2|A0A1U8GES2_CAPAN)	
Solyc04g064580	Unknown protein	
Solyc04g064660	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2G3CLX2_CAPCH)	
Solyc04g064670	Photosystem II reaction center PsbP family protein (AHRD V3.3 *** A0A0F7GXL4_9ROSI)	
Solyc04g064750	Pentatricopeptide repeat-containing protein, mitochondrial (AHRD V3.3 *** A0A2G3CMP1_CAPCH)	
Solyc04g064760	Carboxypeptidase (AHRD V3.3 *** A0A1U8GE15_CAPAN)	
Solyc04g064810	Integral membrane metal-binding family protein (DUF2296) (AHRD V3.11 *** tr|F4JR68|F4JR68_ARATH)	
Solyc04g064870	Pathogen-related protein (AHRD V3.3 *** A0A1U8GE43_CAPAN)	
Solyc04g064940	Receptor-like protein kinase 2 (AHRD V3.3 *** A0A314KW93_NICAT)	
Solyc04g071000	Receptor-like kinase (AHRD V3.3 *** A7VM22_MARPO)	
Solyc04g071010	Mitochondrial substrate carrier family protein (AHRD V3.3 *-* A0A1Y1IIA1_KLENI)	
Solyc04g071030	RING-type E3 ubiquitin transferase (AHRD V3.3 *** A0A2G2WYL4_CAPBA)	
Solyc04g071040	Regulator of chromosome condensation (RCC1) family protein (AHRD V3.3 *** A0A1P8B4Z7_ARATH)	
Solyc04g071070	Unknown protein	
Solyc04g071120	Protein kinase domain (AHRD V3.3 *** A0A200RCD5_9MAGN)	
Solyc04g071130	SKP1-interacting partner 15 (AHRD V3.3 *** A0A1U8GEI0_CAPAN)	
Solyc04g071150	Cytochrome P450 (AHRD V3.3 *** A0A2U1NTV8_ARTAN)	
Solyc04g150162	Vacuolar iron transporter-like protein 4 (AHRD V3.3 *** A0A2G3CN36_CAPCH)	
Solyc04g071280	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2G2WXC0_CAPBA)	
Solyc04g150163	Unknown protein	
Solyc04g071290	Plant organelle RNA recognition domain-containing protein (AHRD V3.3 *** A0A103XZ90_CYNCS)	
Solyc04g071330	Armadillo repeat-containing protein 7-like (AHRD V3.3 *** A0A2K3L4G0_TRIPR)	
Solyc04g071470	WD40/YVTN repeat-like-containing domain-containing protein (AHRD V3.3 *** A0A2U1MCG0_ARTAN)	
Solyc04g071540	Sterol 3-beta-glucosyltransferase (AHRD V3.3 *** B6SKE1_MAIZE)	
Solyc04g071660	hypothetical protein (AHRD V3.3 *-* AT1G76740.1)	
Solyc04g071670	Unknown protein	
Solyc04g071700	5-formyltetrahydrofolate cyclo-ligase-like protein (AHRD V3.3 *** A0A2G3CMU4_CAPCH)	
Solyc04g071870	Pkinase_Tyr domain-containing protein (AHRD V3.3 *** A0A1Q3BUR9_CEPFO)	
Solyc04g071880	Pyrophosphate-energized membrane proton pump (AHRD V3.3 *** G5DWK6_SILLA)	
Solyc04g071920	Protein kinase-like domain-containing protein (AHRD V3.3 *** A0A2U1LLK8_ARTAN)	
Solyc04g071960	NAD(P)-binding Rossmann-fold superfamily protein (AHRD V3.3 *** A0A2U1QER6_ARTAN),Pfam:PF13561	
Solyc04g071970	Low affinity potassium transport system protein (AHRD V3.3 *** Q8L8X4_ARATH)	
Solyc04g072037	LRR receptor-like kinase (AHRD V3.3 *** A0A072VNN3_MEDTR)	
Solyc04g072060	Ras-related protein (AHRD V3.3 *** A0A2U1L351_ARTAN)	
Solyc04g072110	Microsomal signal peptidase 25 kDa subunit(SPC25)-like protein (AHRD V3.3 *-* Q6Z7E3_ORYSJ)	
Solyc04g072170	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2G2VQR8_CAPBA)	
Solyc04g072230	Protein kinase superfamily protein (AHRD V3.3 *** A0A2U1PVM4_ARTAN)	
Solyc04g072260	Midasin (AHRD V3.3 *** A0A2G2ZQ87_CAPAN)	
Solyc04g072270	Midasin (AHRD V3.3 *-* A0A2G2ZQ87_CAPAN)	
Solyc04g072280	Laccase (AHRD V3.3 *** K4BTL5_SOLLC)	
Solyc04g072310	histone-lysine N-methyltransferase SETD1B-A (AHRD V3.3 *** XP_004237854.1)	
Solyc04g072380	Glutaredoxin domain-containing protein/DEP domain-containing protein/DUF547 domain-containing protein (AHRD V3.3 *** A0A1Q3AUF5_CEPFO)	
Solyc04g072400	hypothetical protein (AHRD V3.3 *** AT1G36320.1)	
Solyc04g072490	Mitochondrial transcription termination factor family protein (AHRD V3.3 *-* Q9SD94_ARATH)	
Solyc04g072530	Mitochondrial transcription termination factor family protein (AHRD V3.3 *-* Q9SD94_ARATH)	
Solyc04g072550	Mitochondrial transcription termination factor-like (AHRD V3.3 *** Q6Z8L0_ORYSJ)	
Solyc04g072670	Apoptotic chromatin condensation inducer in the nucleus (AHRD V3.3 *-* A0A2K3PQX0_TRIPR)	
Solyc04g072690	Eukaryotic aspartyl protease family protein (AHRD V3.3 *** A0A2U1LT79_ARTAN)	
Solyc04g072850	Beta-D-xylosidase (AHRD V3.11 *** tr|H1AC33|H1AC33_SOLLC)	
Solyc04g072890	Transducin/WD40 repeat-like superfamily protein (AHRD V3.3 *** F4I1K5_ARATH)	
Solyc04g072920	Trehalose 6-phosphate phosphatase (AHRD V3.11 *** tr|A0A2G3CNJ5|A0A2G3CNJ5_CAPCH)	
Solyc04g072940	nucleolar GTP-binding protein (AHRD V3.3 *** AT1G78110.1)	
Solyc04g074020	Receptor protein kinase, putative (AHRD V3.3 *** A0A061FG24_THECC)	
Solyc04g074090	nucleolar complex protein 3 homolog (AHRD V3.3 *** A0A2I4FST4_9ROSI)	
Solyc04g074110	Carbohydrate esterase, putative (DUF303) (AHRD V3.3 *** Q0WNN6_ARATH)	
Solyc04g074120	synaptonemal complex protein 1-like (AHRD V3.3 *** A0A2I4GFH1_9ROSI)	
Solyc04g074160	Pentatricopeptide repeat (AHRD V3.3 *** A0A200Q9V5_9MAGN)	
Solyc04g074190	Protein phosphatase 2C family protein (AHRD V3.3 *** A0A2U1PV28_ARTAN)	
Solyc04g074280	Plant organelle RNA recognition domain containing protein (AHRD V3.3 *** A0A2P5BF44_PARAD)	
Solyc04g074450	Protein EXORDIUM-like.1	
Solyc04g074560	GLABROU.1	
Solyc04g074630	Serine--tRNA ligase (AHRD V3.3 *** A0A2G2WZW7_CAPBA)	
Solyc04g074640	Ascorbate peroxidase (AHRD V3.11 *** tr|A0A0K2SS60|A0A0K2SS60_CITUN)	
Solyc04g074710	Queuine tRNA-ribosyltransferase (AHRD V3.3 *** S8D4U6_9LAMI)	
Solyc04g074780	Plastid-targeted protein 3 (AHRD V3.11 *-* tr|Q9ARH3|Q9ARH3_CRAPL)	
Solyc04g074830	ENTH/ANTH/VHS superfamily protein (AHRD V3.3 *** A0A2U1QGP5_ARTAN)	
Solyc04g074850	ripening regulated protein DDTFR18	
Solyc04g074860	Protein DETOXIFICATION (AHRD V3.3 *** A0A1Q3CSX6_CEPFO)	
Solyc04g074870	Purine permease 3 (AHRD V3.3 *** A0A1U8GDH3_CAPAN),Pfam:PF16913	
Solyc04g076010	zinc ion-binding protein (AHRD V3.3 *-* AT1G02070.1)	
Solyc04g076020	WD40 repeat (AHRD V3.3 *** A0A200PUB7_9MAGN)	
Solyc04g076070	Pentatricopeptide repeat-containing protein (AHRD V3.3 *** A0A2G2X037_CAPBA)	
Solyc04g076080	Chaperone protein DnaJ (AHRD V3.3 *** A0A2G3CNY2_CAPCH)	
Solyc04g076090	glucose-6-phosphate isomerase	
Solyc04g076180	ATPase family AAA domain-containing protein (AHRD V3.11 *** tr|A0A2G2X0F4|A0A2G2X0F4_CAPBA)	
Solyc04g076290	O-fucosyltransferase (AHRD V3.3 *** A0A2P5EGU4_TREOI)	
Solyc04g076300	Mechanosensitive ion channel protein 2, chloroplastic (AHRD V3.3 *** A0A2G2X028_CAPBA)	
Solyc04g076310	Kinesin-like protein FR.1	
Solyc04g076390	Cysteine--tRNA ligase (AHRD V3.3 *** A0A1J3GNV7_NOCCA)	
Solyc04g076470	Tetratricopeptide repeat (TPR)-like superfamily protein (AHRD V3.3 *** A0A2U1N5R2_ARTAN)	
Solyc04g076480	MAP kinase kinase kinase  34	
Solyc04g076550	HYPERSENSITIVE TO PI STARVATION 4 (AHRD V3.3 *-* AT1G58250.1)	
Solyc04g076610	Ribonuclease H (AHRD V3.3 *** A0A2K3N9F8_TRIPR)	
Solyc04g076700	AGAMOUS-like MADS-box transcription factor (AHRD V3.11 *** tr|K7WPA8|K7WPA8_NARBU)	
Solyc04g076740	Protein TIC 20-I, chloroplastic (AHRD V3.3 *** A0A2G2X086_CAPBA)	
Solyc04g076850	entire	
Solyc04g076910	HEAT (AHRD V3.3 *** A0A200QA60_9MAGN)	
Solyc04g076980	Receptor-like protein kinase (AHRD V3.11 *** tr|A0A2R6R357|A0A2R6R357_ACTCH)	
Solyc04g077000	RBR-type E3 ubiquitin transferase (AHRD V3.3 *** A0A2G3CPC1_CAPCH)	
Solyc04g077030	Xylulose kinase (AHRD V3.3 *** A0A2G2X084_CAPBA)	
Solyc04g077060	KH domain-containing protein (AHRD V3.3 *** A0A2I0WKQ9_9ASPA)	
Solyc04g077130	50S ribosomal protein 6, chloroplastic (AHRD V3.3 *** A0A2G3CPG8_CAPCH)	
Solyc04g077140	DUF1005 domain-containing protein (AHRD V3.3 *** A0A1Q3BZI1_CEPFO)	
Solyc04g077150	Ergosterol biosynthetic protein 28 (AHRD V3.3 *** A0A1U8GD02_CAPAN)	
Solyc04g077240	SlBCAT6	
Solyc04g077250	Branched-chain-amino-acid aminotransferase (AHRD V3.3 *** Q94CF8_CAPAN)	
Solyc04g077270	G-type lectin S-receptor-like serine/threonine-protein kinase (AHRD V3.3 *** A0A1U8GJN2_CAPAN)	
Solyc04g077300	G-type lectin S-receptor-like serine/threonine-protein kinase (AHRD V3.3 *** A0A2G3CPG9_CAPCH)	
Solyc04g077420	transmembrane protein (AHRD V3.3 *** AT3G49720.3)	
Solyc04g077440	Squalene epoxidase (AHRD V3.3 *** Q8GSM8_MEDTR)	
Solyc04g077460	Amino acid transporter (AHRD V3.3 *** A0A200PPZ9_9MAGN)	
Solyc04g077520	RNA-binding (RRM/RBD/RNP motifs) family protein (AHRD V3.3 *-* F4JFN7_ARATH)	
Solyc04g077570	hypothetical protein (AHRD V3.3 *** AT4G10810.1)	
Solyc04g077660	Peptidylprolyl isomerase (AHRD V3.3 *** A0A2G3CPM3_CAPCH)	
Solyc04g077670	Serine carboxypeptidase-like 18 (AHRD V3.3 *** A0A2G3CPL7_CAPCH)	
Solyc04g077680	U3 small nucleolar RNA-associated protein 4 (AHRD V3.3 *** A0A2I4FQ80_9ROSI)	
Solyc04g077830	tetratricopeptide repeat protein 7B (AHRD V3.3 *** A0A2I4H060_9ROSI)	
Solyc04g077840	F-box/kelch-repeat protein (AHRD V3.3 *-* A0A2G2ZRE5_CAPAN)	
Solyc04g077850	RING-type E3 ubiquitin transferase (AHRD V3.3 *-* A0A2U1KPH2_ARTAN)	
Solyc04g077870	Calcium-transporting ATPase (AHRD V3.3 *** A0A2G2X0L5_CAPBA)	
Solyc04g077940	RNA binding protein (AHRD V3.3 *-* AT2G43410.4)	
Solyc04g078070	4F5 domain-containing protein/zf-met2 domain-containing protein (AHRD V3.11 *** tr|A0A1Q3BD42|A0A1Q3BD42_CEPFO)	
Solyc04g078110	serine protease SBT1	
Solyc04g078170	ARM-repeat/Tetratricopeptide repeat (TPR)-like protein (AHRD V3.3 *** A0A1P8BFL1_ARATH)	
Solyc04g078250	metal transporter Nramp2	
Solyc04g078320	F-box-like/WD repeat-containing protein TBL1XR1-A (AHRD V3.3 *** A0A2G3CPV9_CAPCH)	
Solyc04g078325	Cytochrome P450 (AHRD V3.11 *-* tr|A0A200QZM5|A0A200QZM5_9MAGN)	
Solyc04g078340	Cytochrome P450 (AHRD V3.3 *-* A0A200QZM5_9MAGN)	
Solyc04g078370	Cytochrome P450 (AHRD V3.3 *** A0A200Q0W8_9MAGN)	
Solyc04g078380	MF.1	
Solyc04g078390	F-box protein GID2 (AHRD V3.3 *** A0A2G2ZRI1_CAPAN)	
Solyc04g078410	Pkinase domain-containing protein/S_locus_glycop domain-containing protein/B_lectin domain-containing protein (AHRD V3.3 *** A0A1Q3BH96_CEPFO)	
Solyc04g078460	Isoaspartyl peptidase/L-asparaginase (AHRD V3.3 *** A0A1U8GBV5_CAPAN)	
Solyc04g078590	Leucine-rich repeat protein kinase family protein (AHRD V3.3 *** Q9FMI2_ARATH)	
Solyc04g078600	hypothetical protein (AHRD V3.3 *** AT5G47830.1)	
Solyc04g078710	Subtilisin-like protease (AHRD V3.3 *** O82777_SOLLC)	
Solyc04g078750	Late embryogenesis abundant protein (AHRD V3.3 *** A0A200QZD5_9MAGN)	
Solyc04g078780	Transducin/WD40 repeat-like superfamily protein (AHRD V3.3 *** A0A2U1LUD4_ARTAN)	
Solyc04g078800	Lipase (AHRD V3.3 *** A0A200QYW4_9MAGN)	
Solyc04g078810	Remorin family protein (AHRD V3.3 *** A0A2U1MLE0_ARTAN)	
Solyc04g078830	THO complex subunit 5B (AHRD V3.3 *** A0A2G3CPZ0_CAPCH)	
Solyc04g078850	defective chloroplasts and leaves	
Solyc04g078860	glutamate receptor-like 1.1	
Solyc04g078870	Non-specific serine/threonine protein kinase (AHRD V3.3 *** A0A2G3CPZ1_CAPCH)	
Solyc04g079040	Serine carboxypeptidase (AHRD V3.3 *** A0A2K3MSK4_TRIPR)	
Solyc04g079050	UDP-glycosyltransferase 79B2 (AHRD V3.3 *** A0A2G3CJJ2_CAPCH)	
Solyc04g079110	BR.1	
Solyc04g079140	peptidase%2C S9A/B/C family%2C catalytic domain protein (Protein of unknown function DUF829%2C transmembrane 53) (AHRD V3.3 *** AT5G44250.1)	
Solyc04g079150	Pentatricopeptide repeat-containing protein, mitochondrial (AHRD V3.3 *** A0A1U8GBP5_CAPAN)	
Solyc04g079170	hypothetical protein (AHRD V3.3 *-* AT1G47410.2)	
Solyc04g079230	Patatin (AHRD V3.11 *-* tr|A0A2G2X0P8|A0A2G2X0P8_CAPBA)	
Solyc04g079240	Patatin (AHRD V3.3 *** A0A2G2X0P5_CAPBA)	
Solyc04g079270	Sorting and assembly machinery component 50-like protein (AHRD V3.3 *** A0A1J3DIC1_NOCCA)	
Solyc04g079340	DUF547 domain-containing protein/Lzipper-MI.1	
Solyc04g079380	Ribosomal protein S14 (AHRD V3.3 *** A0A0M5L7R7_9MAGN)	
Solyc04g079400	MAP kinase kinase kinase 35	
Solyc04g079430	Nucleobase-ascorbate transporter 3 (AHRD V3.3 *** A0A2G3CQ85_CAPCH)	
Solyc04g079480	Serpin-ZX (AHRD V3.3 *** A0A2G2X0W8_CAPBA)	
Solyc04g079510	Major facilitator superfamily protein (AHRD V3.11 *** tr|A0A2U1PWN6|A0A2U1PWN6_ARTAN)	
Solyc04g079520	Major facilitator superfamily protein (AHRD V3.3 *** A0A1P8AT47_ARATH)	
Solyc04g083160	Solyc04g083160	
Solyc04g079690	Protein kinase domain-containing protein (AHRD V3.3 *** A0A2U1M8U4_ARTAN)	
Solyc04g079730	allene oxide synthase	
Solyc04g079740	tRNA-processing ribonuclease BN (AHRD V3.3 *** AT1G48460.1)	
Solyc04g079770	DUF616 domain-containing protein (AHRD V3.3 *** A0A1Q3BUD2_CEPFO)	
Solyc04g080020	Lysophospholipid acyltransferase LPEA.1	
Solyc04g080080	Glycosyltransferase (AHRD V3.3 *** A0A2G2X173_CAPBA)	
Solyc04g080140	alpha-1%2C6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (AHRD V3.3 *** AT1G45150.1)	
Solyc04g080190	Outer envelope pore protein 24, chloroplastic (AHRD V3.3 *** A0A2G3AX36_CAPCH)	
